#GeneID	Ensembl_gene_identifier	RefSeqGene	RNA_nucleotide_accessions
170261	ENSG00000174460	NG_042836	NM_001312891,NM_173798
170302	ENSG00000004848	NG_008281	NM_139058
170370	ENSG00000172538	-	NM_001164484
170371	ENSG00000204161	-	NM_001010863,NM_001288740,NM_001288741,NM_001288742,NM_001288743,NM_001353330,NM_001353331,XM_011539378,XM_011539379,XM_011539382,XM_011539384,XM_011539385,XM_017015792,XM_017015793,XM_017015794,XM_017015795,XM_017015796,XM_017015797,XM_024447853,XR_002956963
170384	ENSG00000196968	-	NM_001284194,NM_173540,XM_006717656,XR_001747049,XR_001747050,XR_002956964
170392	ENSG00000138315	NG_051614	NM_152635,NR_130125
170394	ENSG00000171813	-	NM_001098637,NM_138499,XM_006717659,XM_011539387,XR_001747051
170425	ENSG00000229404	-	NR_038220
170463	ENSG00000130511	-	NM_001009998,NM_032627,XM_005259790,XM_006722665,XM_006722666,XM_006722668,XM_017026431,XM_017026432,XM_017026433,XM_017026434,XM_017026435,XM_017026436,XM_017026437,XR_936163,XR_936164
170482	ENSG00000198178	-	NM_001371390,NM_001371391,NM_130441,NM_203503,XM_017018940,XM_024448872,XM_024448873
170487	ENSG00000182584	-	NM_001024675
170503	ENSG00000234933	-	-
170506	ENSG00000174953	-	NM_001114397,NM_020865
170511	ENSG00000224274	-	-
170513	ENSG00000217809	-	-
170523	ENSG00000227693	-	-
170527	ENSG00000215553	-	-
170529	ENSG00000228820	-	-
170535	ENSG00000237256	-	-
170540	ENSG00000225622	-	-
170547	ENSG00000234187	-	-
170548	ENSG00000230568	-	-
170559	ENSG00000214185	-	-
170572	ENSG00000178084	NG_012749	NM_130770
170575	ENSG00000213203	-	NM_130759
170589	ENSG00000149735	-	NM_130769,XM_011544774,XM_011544775,XM_011544776
170591	ENSG00000171643	-	NM_130772,XM_011543239,XM_011543240,XM_011543241,XM_011543244,XM_011543245,XM_017009171,XM_017009172,XM_017009173
170622	ENSG00000188243	-	NM_001287392,NM_001287393,NM_001287394,NM_203495,NM_203497
170626	ENSG00000171402	-	NM_130776,NM_133179,XM_011530768,XM_011530769,XM_011530770
170627	ENSG00000171405	-	NM_001386970,NM_130775,XM_017029320
170679	ENSG00000204540	NG_021348	NM_014068
170680	ENSG00000204538	-	NM_014069
170685	ENSG00000122824	-	NM_001304963,NM_153183
170689	ENSG00000166106	-	NM_139055,XM_005271419,XR_001747783
170690	ENSG00000145536	-	NM_139056,NR_136935,XR_001742032
170691	ENSG00000140470	NG_016287	NM_139057,XM_005254872,XM_011521312,XM_017021973,XM_017021974,XM_017021975,XM_017021976,XM_017021977,XM_017021978,XM_017021979,XM_017021980,XM_017021981,XM_017021982,XM_017021983,XM_017021984,XR_001751118,XR_001751119,XR_001751120
170692	ENSG00000140873	NG_031879	NM_001326358,NM_199355,XM_011522923,XM_011522924,XM_017022988,XM_017022989
170712	ENSG00000170516	-	NM_130902,XM_005248056,XM_011513630,XM_011513631,XM_011513632,XM_011513633,XM_011513634,XM_011513635,XM_011513636,XM_011513637,XM_011513638
170825	ENSG00000180613	-	NM_133267
170850	ENSG00000171126	-	NM_133329,NM_172344
170949	ENSG00000215378	-	NR_036686
170954	ENSG00000146112	-	NM_001134870,NM_133471
170958	ENSG00000203326	-	NM_001348156,NM_001348157,NR_145445,NR_145446,NR_145447
170959	ENSG00000196705	NG_051229	NM_001319124,NM_001319126,NM_001319127,NM_133473,NR_138052,NR_138053,XM_011527750,XR_001753620,XR_001753621
170960	ENSG00000182903	-	NM_133474
170961	ENSG00000089847	-	NM_133475,XM_011527756,XM_011527757,XM_011527758,XM_011527761,XM_011527764,XM_011527765,XM_011527768,XM_017026438,XM_017026439,XM_017026440,XM_017026441,XM_024451405
171017	ENSG00000126746	-	NM_001039920,NM_001135734,NM_001385739,NM_001385740,NM_001385741,NM_001385742,NM_001385743,NM_001385744,NM_001385745,NM_001385746,NM_001385747,NM_001385748,NM_001385749,NM_001385750,NM_001385751,NM_001385752,NM_001385753,NM_001385754,NM_001385755,NM_001385756,NM_001385757,NM_001385758,NM_001385759,NM_001385760,NM_001385761,NM_001385762,NM_001385763,NM_001385764,NM_001385765,NM_001385766,NM_001385767,NM_001385768,NM_001385769,NM_001385770,NM_001385771,NM_001385772,NM_001385773,NM_001385774,NM_001385775,NM_001385776,NM_001385777,NM_001385778,NM_001385779,NM_001385780,NM_001385781,NM_001385782,NM_001385783,NM_001385784,NM_001385785,NM_001385786,NM_001385787,NM_001385788,NM_001385789,NM_001385790,NM_001385791,NM_001385792,NM_001385793,NM_001385794,NM_001385795,NM_001385796,NM_001385797,NM_001385798,NM_001385799,NM_001385800,NM_001385801,NM_133476,NR_169758,NR_169759,NR_169760,NR_169761,NR_169762,XM_006718969,XM_011520917,XM_011520919,XM_011520922,XM_017018954,XM_024448874
171019	ENSG00000145808	-	NM_133638,XM_011543246,XM_011543247,XM_011543248,XM_011543249,XM_017009174,XM_017009175,XM_017009176
171023	ENSG00000171456	NG_027868	NM_001164603,NM_001363734,NM_015338,XM_006723727,XM_006723728,XM_006723730,XM_006723733,XM_011528648,XM_011528652,XM_017027704,XM_017027705,XM_017027706
171024	ENSG00000172403	-	NM_001128933,NM_001128934,NM_001286754,NM_001286755,NM_133477
171169	ENSG00000177202	-	NM_133498
171177	ENSG00000104140	-	NM_133639
171220	ENSG00000248593	-	NR_033796
171222	ENSG00000236444	-	NM_001355247
171389	ENSG00000174885	NG_050573	NM_001276700,NM_138329,XM_017017253,XR_002957127,XR_930848
171391	ENSG00000255284	-	NR_126342,NR_126343
171392	ENSG00000197372	-	NM_138330
171420	ENSG00000230081	-	-
171422	ENSG00000223603	-	-
171425	ENSG00000125246	-	NM_206808,NR_104592
171482	ENSG00000183304	NG_016564	NM_001171186,NM_174951
171483	ENSG00000177138	-	NM_205849,XM_024452345,XM_024452346
171484	ENSG00000187268	NG_021290	NM_174901,XM_005274460,XM_024452347,XM_024452348
171523	ENSG00000233622	-	NR_144551
171546	ENSG00000165389	-	NM_138288
171558	ENSG00000171611	NG_029636	NM_001243168,NM_001243169,NM_001243170,NM_138296,XM_024446342,XM_024446343,XM_024446344,XM_024446345,XM_024446346
171568	ENSG00000100413	-	NM_001018050,NM_001018052,NM_001282884,NM_001282885,NM_138338,XM_011529993,XM_017028641,XR_244356
171586	ENSG00000158201	-	NM_001308256,NM_001308257,NM_138340,XM_011525847,XM_017025572,XM_017025573,XM_017025574,XM_024451094,XR_001753151,XR_002958165,XR_935209,XR_935210
191585	ENSG00000280109	-	NR_148920
192111	ENSG00000247077	-	NM_001170543,NM_001170544,NM_138575
192133	ENSG00000225200	-	-
192134	ENSG00000198488	NG_053138	NM_138706
192217	ENSG00000237624	-	NR_132962
192286	ENSG00000146066	-	NM_138820
192666	ENSG00000167916	NG_012417	NM_019016,XM_006721739,XM_011524460,XM_017024299
192668	ENSG00000205795	-	NM_001037160
192669	ENSG00000126070	-	NM_024852,NM_177422,XM_005270575,XM_005270576,XM_011540879,XM_011540882,XM_017000523,XM_017000524,XM_017000525,XM_017000526,XM_017000527,XM_017000528
192670	ENSG00000134698	-	NM_017629,NR_146062,XM_005270578,XM_005270579,XM_011540883,XM_011540884,XM_024453795,XR_001737019,XR_001737021,XR_001737022,XR_246243,XR_246244,XR_946567
192683	ENSG00000198794	-	NM_001178111,NM_001178112,NM_138967,NR_033660,XM_006720420,XM_006720421,XM_006720422,XM_017021989
193629	ENSG00000215533	-	NR_027072
195814	ENSG00000170786	-	NM_001318049,NM_001318050,NM_138969,XM_011517479
195827	ENSG00000158122	-	NM_153698,XM_005251783,XM_005251784
195828	ENSG00000165244	-	NM_153695,XM_011518345
195977	ENSG00000274209	-	NM_001278688,NM_001354208,XM_006717684,XM_011539430,XM_011539431,XM_011539433,XM_011539434,XM_011539437,XM_011539438,XM_011539439,XM_011539440,XM_011539441,XM_011539442,XM_011539443,XM_017015818,XM_017015819,XR_945612,XR_945614,XR_945615
196047	ENSG00000229847	-	NR_002791,NR_144378
196051	ENSG00000203805	-	NM_001030059,NM_001318166,NM_001318167,NM_001318168,NM_001318169,NR_134516,XM_005269592,XM_006717685,XM_006717686,XM_011539444,XM_011539445,XM_017015820,XM_017015821,XM_017015822,XM_017015823,XM_017015824,XM_024447860,XM_024447861,XM_024447862
196074	ENSG00000169519	-	NM_001113528,NM_001297775,NM_152636,XM_011519935,XM_011519940,XM_011519941,XM_017017297,XM_017017300,XM_017017301,XM_017017303,XM_024448380,XM_024448381,XM_024448382,XR_001747787,XR_930849
196120	ENSG00000284018	-	-
196188	ENSG00000240881	-	-
196264	ENSG00000160588	-	NM_001286152,NM_198275,NR_104404,NR_104405,XM_006718775,XM_017017304
196294	ENSG00000148950	-	NM_001304274,NM_144981,XM_005252812,XM_011519942,XM_011519943,XM_011519944,XM_011519945,XM_011519946,XM_011519947,XM_017017305,XM_017017306,XM_017017307,XR_242781
196335	ENSG00000180919	-	NM_001005181
196374	ENSG00000170423	NG_012297	NM_001300814,NM_173352,XM_011538010
196383	ENSG00000150977	-	NM_145058,NR_130703,XM_011538012
196385	ENSG00000197653	-	NM_001372106,NM_207437,XM_011538014,XM_011538015,XM_011538016,XM_011538017,XM_011538019,XM_011538020,XM_017018960,XM_017018961,XM_017018962,XM_024448875
196394	ENSG00000151743	-	NM_001113402,NM_001278411,NM_001278412,NR_103522,NR_103523,XM_006719054,XM_017018963,XM_017018964,XM_017018965
196403	ENSG00000178498	-	NM_001286245,NM_001286246,NM_178502,XM_005268697,XM_005268698,XM_005268700,XM_005268703,XM_011538022,XM_024448876
196410	ENSG00000170439	-	NM_152637
196415	ENSG00000226397	-	NM_001101339,XM_017018966
196441	ENSG00000133858	-	NM_144982
196446	ENSG00000166268	-	NM_182530,XM_011539052,XM_011539055,XM_017018967,XM_017018968,XM_017018969,XM_017018970,XM_017018971,XM_017018972,XM_017018973,XM_017018974,XM_017018975,XM_017018976,XR_001748619,XR_001748620
196463	ENSG00000151176	-	NM_001159727,NM_173542,XM_011538023,XM_017018977
196469	ENSG00000257281	-	-
196472	ENSG00000180219	-	NM_153364
196475	ENSG00000255794	-	NR_024037,NR_152618
196477	ENSG00000197651	-	NM_152638,NR_130711
196483	ENSG00000118894	-	NM_001289029,NM_201400,NM_201598,XM_005255157,XM_005255158,XM_011522404
196500	ENSG00000139200	NG_029972	NM_001244014,NM_001244015,NM_153685,XM_011520926
196513	ENSG00000151065	-	NM_001319292,NM_152640,NR_135060,XM_011520927
196527	ENSG00000177119	NG_028220	NM_001025356,NM_001142678,NM_001142679,NM_001204803,XM_005268706,XM_005268707
196528	ENSG00000189079	NG_052800	NM_001347839,NM_152641,XM_006719272,XM_011538025,XR_944505
196541	ENSG00000139780	-	NM_001010977,XM_017020407,XM_017020408
196740	ENSG00000165633	-	NM_001031746,NM_144984,XM_017015825,XM_017015826,XM_017015827,XM_017015828,XR_001747052
196743	ENSG00000148832	-	NM_152911,NM_207127,NM_207128,NR_109763,NR_109764,NR_109765,NR_109766
196792	ENSG00000213185	-	NM_001204364,NM_152644,NR_037911
196872	ENSG00000258701	-	NR_024396
196883	ENSG00000129467	-	NM_001198568,NM_001198592,NM_139247
196951	ENSG00000166262	-	NM_001330293,NM_152647,XM_005254213,XM_005254214,XM_005254215,XM_005254216,XM_005254219,XM_005254220,XM_006720423,XM_006720424,XM_006720426,XM_006720427,XM_011521319,XM_011521320,XM_011521321,XM_011521322,XM_011521324,XM_011521325,XM_017021990,XM_017021991,XM_017021992,XM_017021993,XM_017021994,XM_017021995,XM_017021996,XM_024449861,XM_024449862,XM_024449863,XM_024449864,XM_024449865,XM_024449866,XM_024449867
196968	ENSG00000182397	-	NR_003260
196993	ENSG00000225362	-	NR_168259,NR_168260
196996	ENSG00000175318	-	NM_001012642,XM_011521327,XM_011521328,XM_011521329,XM_011521330,XM_011521331,XM_011521332,XM_011521333,XM_017021997,XM_017021998,XM_024449868
197003	ENSG00000259458	-	NR_026897
197021	ENSG00000188501	-	NM_001278562,NM_207338,NR_103739,XM_024449869,XM_024449870
197131	ENSG00000159459	NG_012182	NM_174916
197135	ENSG00000229474	-	NM_001145112,NM_001330283,NM_001387260,NM_001387261,NM_001387262,NM_001387263,NM_001387264,XM_011521336,XM_011521337,XM_011521338,XM_011521339,XM_011521340,XM_011521341,XM_011521342,XM_011521343,XM_011521344,XM_011521345,XM_011521346,XM_011521347,XM_017022001
197187	ENSG00000260630	-	NR_024399,NR_024402
197196	ENSG00000179219	-	NR_038859
197257	ENSG00000166816	-	NM_153486,NM_194436,XM_024450174,XM_024450175,XM_024450176,XM_024450177,XM_024450178,XM_024450179
197258	ENSG00000157353	-	NM_145059,XM_006721162,XM_011522928,XM_011522929,XM_011522931,XM_017023012,XM_017023013,XM_024450180,XM_024450181,XR_001751854,XR_001751856,XR_001751857,XR_002957788,XR_002957789,XR_002957790
197259	ENSG00000168404	-	NM_001142497,NM_152649,XM_005255834,XM_011522936,XR_001751858,XR_001751859,XR_001751860,XR_001751861,XR_001751862,XR_001751863,XR_002957791,XR_429715
197320	ENSG00000170100	NG_028146	NM_001201407,NM_001378881,NM_182531,NR_037705,XM_011522940,XM_017023015,XM_017023016,XM_017023017,XM_024450182,XM_024450183,XM_024450184,XM_024450185
197322	ENSG00000176715	NG_031961	NM_001127214,NM_001243279,NM_001284316,NM_174917,NR_045667,NR_104293,NR_147928,NR_147929,XM_005256293,XM_011522942,XM_011522943,XM_017023018,XM_017023019,XM_017023020,XM_017023021,XM_017023022,XM_024450186,XM_024450187,XR_001751864,XR_001751865,XR_933238,XR_933240
197331	ENSG00000261812	-	-
197335	ENSG00000161996	-	NM_145294,XM_017023023,XM_017023024
197342	ENSG00000197774	-	NM_001257370,XM_017023025,XM_017023026
197350	ENSG00000228146	-	NR_132322
197358	ENSG00000167984	NG_033123	NM_178844,NR_075083,XM_017023027,XM_017023028,XM_017023029,XM_017023030,XM_017023031,XM_017023033,XM_017023034,XM_017023035,XM_017023036,XM_017023037,XM_017023038,XM_017023039
197370	ENSG00000169189	-	NM_145080,XM_006721023,XM_011545762,XM_017023040,XM_017023041,XM_017023042,XR_002957792
197407	ENSG00000180035	NG_050732	NM_001214906,NM_001214907,NM_001214909,NM_001324494,NM_152652
198437	ENSG00000171695	-	NM_001007125,NM_001353425,NM_001386971,XM_005260200,XM_024451849,XM_024451850
199221	ENSG00000158163	-	NM_001170538,NM_173543,XM_005247198,XM_005247200,XM_006713526,XM_006713527,XM_011512518,XM_011512520,XM_011512521,XM_011512522,XM_011512524,XM_011512528,XM_017005841,XM_017005842,XR_001740045,XR_001740046,XR_001740047,XR_001740048,XR_924113
199223	ENSG00000168026	-	NM_001105513,NM_001366899,NM_001366900,NM_145755,NR_159494,NR_159495,NR_159496,XM_005264921,XM_005264922,XM_005264924,XM_005264925,XM_005264926,XM_005264927,XM_006713011,XM_011533447,XM_011533449,XM_017005843,XM_024453382,XR_001740049,XR_001740050,XR_427256,XR_427257
199675	ENSG00000183019	-	NM_174918
199692	ENSG00000198551	-	NM_001290083,NM_001290084,NM_001290085,NM_145295,XM_011527780
199699	ENSG00000179284	-	NM_152654
199704	ENSG00000196967	-	NM_001288800,NM_152655,NM_199126,NR_110152
199713	ENSG00000167634	NG_008056	NM_001127255,NM_139176,NM_206828,XM_006723075,XM_006723076,XM_011526596,XM_011526599,XM_011526601,XR_935761
199720	ENSG00000179168	-	NM_152657,XM_005258619,XM_011526603,XM_017026451
199731	ENSG00000105767	-	NM_145296,XM_005258620,XM_017026452
199745	ENSG00000161277	-	NM_001331102,NM_001331103,NM_001331104,NM_152658,NR_138539
199746	ENSG00000161265	-	NM_001040425,NM_001369824,NM_144987,NR_110173,NR_163169,NR_163170,NR_163171,NR_163172,NR_163173
199777	ENSG00000188171	-	NM_001076675,NM_145297
199786	ENSG00000167483	-	NM_001098524,NM_001321826,NM_001321827,NM_001321828,NM_001363609,NM_173544,XM_005259813,XM_011527781,XM_011527786,XM_011527787,XM_011527789,XM_017026453,XM_017026454,XM_017026455,XM_017026456,XM_017026457
199800	ENSG00000224420	-	NM_001101340
199834	ENSG00000187170	-	NM_001387222,NM_178356
199857	ENSG00000172339	NG_042044	NM_001305242,NM_144988,NR_131032,XM_005270582,XM_011540897,XR_001737024,XR_001737025,XR_946568
199870	ENSG00000009780	-	NM_001143912,NM_001143913,NM_001143914,NM_001143915,NM_152660,XM_017000543
199899	ENSG00000224209	-	NR_038252
199920	ENSG00000187889	-	NM_001004303,XM_005270584,XM_011540898,XM_011540899,XM_011540900,XM_011540903,XM_011540904,XM_011540905,XM_011540906,XM_017000544,XM_017000545,XM_017000548,XM_024453853,XR_001737026,XR_946569,XR_946570,XR_946572
199953	ENSG00000188807	-	NM_001010866,NM_001130924,XM_006710417,XM_011540910,XM_017000549,XM_017000550,XM_017000551,XM_017000552,XR_244785
199964	ENSG00000143001	-	NM_182532,XM_005270586,XM_011540911,XM_011540912
199974	ENSG00000186160	NG_007967	NM_178134,XM_024453856
199990	ENSG00000162585	-	NM_001146310,NM_001256945,NM_001256946,NM_001256947,NM_001282670,NM_001282671,NM_001282672,NM_001282673,NM_182533,NR_046427,XM_006710419,XM_006710421,XM_011540914,XM_011540921,XM_011540922,XM_017000553,XM_017000554,XM_017000555,XM_017000556,XM_017000557
200008	ENSG00000157211	-	NM_001353655,NM_201546
200010	ENSG00000117834	-	NM_001011547,NM_001135181,XM_011540924,XM_011540925,XM_011540926,XM_011540927,XM_011540928,XM_011540929,XM_017000558,XR_946573
200014	ENSG00000154222	-	NM_001330585,NM_032449,XM_005270590,XM_005270593,XM_006710423,XM_017000559,XM_024453857,XR_001737027,XR_001737028,XR_001737029,XR_002959657
200030	ENSG00000263956	-	NM_001101663,NM_001385468,NM_001385469,NM_001385470,NM_001385471,NM_001385472,NM_001385473,NM_001385474,NM_001385475,NM_001385476,NM_001385477,NM_001385478,NM_001385479,NM_001385480,NM_183372,NR_046188,NR_110864,NR_169628,NR_169629,XM_024453858,XM_024453859,XR_002959662,XR_002959669,XR_002959670
200035	ENSG00000186364	-	NM_001012758,XM_011509260,XM_011509262,XM_017000560,XR_001737030
200081	ENSG00000084652	-	NM_001376857,NM_001376858,NM_001376859,NM_175852,XM_011540931,XM_011540932,XM_017000561,XM_017000563
200132	ENSG00000152760	-	NM_152665,XM_011540933,XM_017000566
200149	ENSG00000224625	-	-
200150	ENSG00000180287	-	NM_001195811,NM_001195812,NM_001320272,NM_001372062,XM_011544115,XM_011544116,XM_011544119,XM_011544120,XM_011544121,XM_011544122,XM_017000567,XM_017000568,XM_017000569,XM_017000570,XM_024453867
200159	ENSG00000173728	-	NM_001012970,NM_001276348,NM_001276349,XM_011544124,XM_011544125,XM_011544128,XM_011544129,XM_011544130,XM_017000571,XM_017000572
200162	ENSG00000155761	NG_053041	NM_206996,XM_006710426,XM_006710427,XM_006710428,XM_006710429,XM_006710431,XM_011540934,XM_011540935,XM_011540936,XM_011540937,XM_011540939,XM_011540941,XM_011540942,XR_946574
200172	ENSG00000171790	-	NM_001168247,NM_001300859,NM_001377532,NM_144990,XM_005270598,XM_005270599,XM_006710432,XM_011540945,XM_011540947,XM_011540948,XM_011540949,XM_011540951,XM_011540952,XM_011540953,XM_024453868,XM_024453869
200185	ENSG00000163463	-	NM_173852
200186	ENSG00000160741	-	NM_181715,XM_005244946,XM_005244949,XM_017000575,XM_017000576,XM_017000577,XM_017000578,XM_017000579,XR_001737031,XR_001737032
200197	ENSG00000175147	-	NR_027136
200205	ENSG00000181873	NG_042231	NM_001010867,NM_001310327
200232	ENSG00000124103	-	NM_001012971,XR_001754199
200261	ENSG00000233746	-	NR_034149
200298	ENSG00000269220	-	NR_103718
200312	ENSG00000099999	-	NM_001017981
200315	ENSG00000128383	-	NM_001270406,NM_145699
200316	ENSG00000128394	-	NM_001006666,NM_145298,XM_017028642,XM_017028643,XM_024452178,XM_024452179,XR_002958675
200350	ENSG00000184492	-	NM_012184
200373	ENSG00000163075	-	NM_001271049,NR_073132,NR_073133,XM_006712353,XM_017003550,XM_017003551,XM_017003552,XM_017003553,XM_017003554,XM_017003555,XM_017003556,XM_017003557,XM_017003558,XM_017003559,XR_001738664,XR_001738665,XR_922883
200403	ENSG00000168658	NG_054753	NM_001345864,NM_144992,NR_144296,NR_144297,NR_144298,XM_005263897,XM_006712357,XM_006712359,XM_011510770,XM_011510771,XM_011510772,XM_011510774,XM_011510775,XM_017003561,XM_017003562,XM_017003564,XM_024452744,XR_922884,XR_922885,XR_922887
200407	ENSG00000175874	-	NM_153836,XM_011510777,XM_017003565
200420	ENSG00000163016	-	NR_003683
200424	ENSG00000187605	-	NM_001287491,NM_001366022,XM_011532682,XM_011532683,XM_011532684,XM_011532685,XM_011532686,XM_011532687,XM_011532688,XM_011532690,XM_017003566,XM_024452745,XM_024452746,XM_024452747
200504	ENSG00000183607	-	NM_182536
200523	ENSG00000172073	-	NM_152670,XM_005264188,XM_011532691,XM_011532692
200539	ENSG00000163126	-	NM_144994
200558	ENSG00000169621	-	NM_173545
200575	ENSG00000229150	-	-
200576	ENSG00000115020	NG_021188	NM_001178000,NM_015040,NM_152671,XM_011510778,XM_011510779,XM_011510780,XM_011510781,XM_011510782,XM_011510783,XM_011510784,XM_011510785,XM_011510786,XM_011510787,XM_011510788,XM_011510789,XM_011510790,XM_011510792,XM_017003568,XM_017003569,XM_017003570,XM_017003571,XM_017003572,XM_017003573,XM_017003574
200634	ENSG00000157992	-	NM_001168364,NM_001321325,NM_173853
200726	ENSG00000235118	-	NM_001102659
200728	ENSG00000186889	-	NM_198276,XM_011532693,XM_011532694,XM_024452749,XM_024452750
200734	ENSG00000198369	-	NM_001128210,NM_181784,XM_005264200,XM_005264201,XM_005264202,XM_017003576
200765	ENSG00000221944	-	NM_145702
200772	ENSG00000233392	-	NR_033841
200810	ENSG00000189366	-	NM_001015050,NM_001195223,NM_001385064,NM_001385066,NM_001385067,NM_001385068,XM_017005845,XM_017005847,XM_024453383,XM_024453384
200844	ENSG00000163689	-	NM_001351530,NM_001351531,NM_001351532,NM_001351533,NM_001351534,NM_198463,NR_147234,NR_147235,XM_005264929,XM_006713013,XM_011533453,XM_011533455,XM_011533456,XM_011533457,XM_011533458,XM_011533459,XM_011533460,XM_017005848,XM_024453385,XM_024453386,XR_001740051,XR_001740052,XR_001740053,XR_001740054,XR_940388,XR_940389,XR_940390
200845	ENSG00000168301	-	NM_001128214,NM_153331,XM_005264937
200879	ENSG00000163898	NG_012183	NM_139248,XM_006713529,XM_011512530,XM_011512531,XM_017005852
200894	ENSG00000169379	NG_017076	NM_001174150,NM_001174151,NM_001321328,NM_144996,NM_182896,NR_033427,NR_135621,XM_006713532,XM_011512532,XM_011512533,XM_011512534,XM_011512535,XM_017005853
200895	ENSG00000178700	-	NM_001195643,NM_176815,XM_011512537
200909	ENSG00000186090	NG_012750	NM_001145143,NM_001163646,NM_182537,XM_017005854
200916	ENSG00000163584	-	NM_001099645,NM_001320451,NR_135259
200931	ENSG00000163959	-	NM_152672
200933	ENSG00000174013	-	NM_001105573
200942	ENSG00000185909	NG_027702	NM_173546,XM_005264938,XM_005264940,XM_006713015,XM_006713016
200958	ENSG00000176945	NG_033877	NM_001282506,NM_001291833,NM_020790,NM_152673
200959	ENSG00000183185	-	NM_001105580,NR_047685
201134	ENSG00000154240	-	NM_001037325,NM_001199165,NM_001302891,NM_001353127,NM_001353128,NM_001353129,NR_126542,XM_005257119,XM_005257125,XM_005257126,XM_006721744,XM_011524462,XM_011524463,XM_011524464,XM_011524465,XM_011524466,XM_011524467,XM_024450634,XR_001752444,XR_934412,XR_934414
201140	ENSG00000184544	-	NM_001105571,NM_001220493
201158	ENSG00000175106	-	NM_001135036,NM_145301
201161	ENSG00000166582	-	NM_181716
201163	ENSG00000154803	NG_008001	NM_001353229,NM_001353230,NM_001353231,NM_144606,NM_144997,XM_011523714,XM_011523718,XM_011523719,XM_011523721,XM_017024305,XM_017024308,XM_017024309,XM_024450635,XR_001752445
201164	ENSG00000179598	-	NM_178836,XM_017024310
201176	ENSG00000159314	-	NM_001282290,NM_001385384,NM_001385385,NM_001385386,NM_001385387,NM_001385388,NM_001385389,NM_001385390,NM_001385391,NM_001385392,NM_001385393,NM_001385394,NM_001385395,NM_001385396,NM_001385397,NM_001385398,NM_001385399,NM_174919,NM_199282,NR_169600,NR_169601,NR_169602,NR_169603,NR_169604,NR_169605,NR_169606,NR_169607,NR_169608,NR_169609,NR_169610,NR_169611,NR_169612,NR_169613,XM_006721750,XM_011524468,XM_011524469,XM_011524470,XM_011524471,XM_011524472,XM_011524473,XM_011524474,XM_017024311,XM_017024313,XR_001752446,XR_001752447,XR_001752448,XR_002957982,XR_429873,XR_429875,XR_429876,XR_934416,XR_934417
201181	ENSG00000187595	-	NM_001378270
201191	ENSG00000167100	-	NM_001257359,NM_174920,XM_011524490,XM_017024322,XM_017024323,XM_017024324
201229	ENSG00000232859	-	NM_001076680,XM_011524491,XM_017024325,XM_024450636,XM_024450637,XM_024450638
201232	ENSG00000174327	-	NM_201566
201243	ENSG00000184560	-	NM_175734,XM_006721471,XM_011523722
201254	ENSG00000169689	-	NM_001271006,NM_001271007,NM_001330536,NM_144998,XM_017024326,XM_017024327,XM_017024328,XM_017024329,XM_024450639
201255	ENSG00000169683	-	NM_144999,XR_933932
201266	ENSG00000133195	-	NM_001159770,NM_001352691,NM_001352692,NM_001352693,NM_139177,XM_006721755,XM_006721756,XM_006721757,XM_006721758,XM_006721759,XM_011524493,XM_011524494,XM_011524495,XM_011524496,XM_011524498,XM_017024330,XM_017024332,XM_017024333,XM_017024334,XM_017024335,XM_017024336,XM_017024337,XM_017024338,XM_017024339,XM_017024340,XM_017024341,XM_017024342
201283	ENSG00000214174	-	NR_026903
201292	ENSG00000141569	-	NM_001256124,NM_173547,XM_006721760,XM_006721761,XM_011524499,XM_011524500,XM_011524501,XM_011524502,XM_011524503,XM_017024343,XM_017024344,XR_934419
201294	ENSG00000092929	NG_007266	NM_199242
201299	ENSG00000278023	-	NM_001034836,NM_001163120,NM_001163121,NM_001163122,NM_001163124,NM_001163125,NM_001163130,NM_001330194,NM_145654,NR_027996,NR_027997,NR_027998,NR_027999,NR_028000,XM_011524509
201305	ENSG00000182557	-	NM_001320449,NM_182538,XM_011523723,XM_011523724,XM_011523725,XM_011523726,XM_011523728,XM_017024345,XR_934008
201456	ENSG00000141665	-	NM_001142958,NM_152676,XM_011525856,XM_011525858,XM_011525859,XM_011525860,XM_017025603,XM_017025604,XM_024451099
201475	ENSG00000206418	-	NM_001025300,XM_006722300,XR_001753165,XR_001753166
201477	ENSG00000263724	-	NR_038895
201501	ENSG00000184828	-	NM_001039360,NM_001318841,NM_001371284,NM_001371285,NM_001371286,NM_001371287,NM_001371288,NM_001371290,NM_001371291,XM_005258229,XM_011525863,XM_011525864,XM_011525865,XM_011525869,XM_011525871,XM_017025605,XM_017025606,XM_017025607,XM_017025609
201514	ENSG00000171574	-	NM_001318002,NM_001363680,NM_173548,NR_134461,XM_005258628,XM_005258630,XR_002958283
201516	ENSG00000180532	-	NM_001384833,NM_152677,XM_017026458
201562	ENSG00000206527	-	NM_001329783,NM_001329784,NM_001329786,NM_001329787,NM_198402,XM_017005856,XM_024453387,XR_001740056
201595	ENSG00000163527	NG_034164	NM_178862,XM_011533465,XM_017005857,XM_017005858,XM_017005859
201617	ENSG00000243083	-	NR_038221
201625	ENSG00000174844	-	NM_001366028,NM_198564,XM_011533467,XM_011533468,XM_011533469,XM_011533471,XM_011533474,XM_017005860,XM_017005861,XM_017005862,XM_017005863
201626	ENSG00000174840	-	NM_001322176,NM_001322177,NM_177966
201627	ENSG00000174839	-	NM_152678,XM_006713019,XM_006713020,XM_017005864,XR_001740057,XR_245100
